TERM 	 NUMDOC 	 START
prior	54	138933
entry	24	138957
update	95	139052
november	154	139206
maintained	109	139315
anna	6	139321
mccravy	1	139322
disclaimers	3	139325
puette	1	139326
imgbgs	1	139327
horse	1	139328
poems	3	139331
squeeze	1	139332
button	15	139347
offline	5	139352
programming	549	139901
robot	46	139947
industry	45	139992
major	132	140124
users	102	140226
robots	32	140258
traditionally	7	140265
companies	28	140293
product	36	140329
mass	16	140345
metal	7	140352
complexity	67	140419
requires	64	140483
intensive	16	140499
advanced	199	140698
automation	34	140732
techniques	221	140953
short	83	141036
america	16	141052
big	29	141081
three	158	141239
makers	8	141247
chrysler	1	141248
detroit	5	141253
continent	2	141255
spent	12	141267
past	63	141330
investing	3	141333
simulation	97	141430
urgency	1	141431
exerted	2	141433
unexpected	4	141437
demand	28	141465
popular	17	141482
models	135	141617
upturn	1	141618
consumer	8	141626
spending	4	141630
cars	6	141636
created	130	141766
pressure	8	141774
cooker	1	141775
atmosphere	9	141784
production	28	141812
lines	43	141855
built	54	141909
weeks	51	141960
months	15	141975
every	78	142053
technique	23	142076
closely	29	142105
potential	43	142148
improvements	16	142164
rate	25	142189
move	34	142223
towards	43	142266
accurate	23	142289
spot	4	142293
arc	6	142299
welding	6	142305
mm	7	142312
weld	7	142319
intended	58	142377
rolls	2	142379
talked	6	142385
kind	27	142412
holy	2	142414
grail	5	142419
even	95	142514
talk	62	142576
hushed	1	142577
tones	1	142578
eventually	13	142591
pushing	6	142597
barrier	3	142600
achieve	35	142635
focused	25	142660
attention	37	142697
fixture	2	142699
lead	38	142737
accuracy	21	142758
practice	65	142823
involves	40	142863
stages	4	142867
modelled	5	142872
company	43	142915
cad	32	142947
often	75	143022
sophisticated	23	143045
mainframe	2	143047
catia	1	143048
complete	110	143158
parts	46	143204
then	139	143343
fixtures	4	143347
repeatable	2	143349
predictable	8	143357
manner	25	143382
usually	49	143431
specialist	5	143436
tooling	2	143438
contract	19	143457
certified	5	143462
means	54	143516
points	75	143591
clamp	1	143592
blocks	9	143601
against	29	143630
clamped	1	143631
measured	13	143644
precisely	9	143653
co	49	143702
ordinate	1	143703
measuring	13	143716
device	29	143745
referred	8	143753
frame	19	143772
centreline	1	143773
datum	2	143775
orientation	26	143801
factor	12	143813
manual	80	143893
theodolites	1	143894
theodolite	1	143895
triangulation	3	143898
another	121	144019
promises	3	144022
accuracies	2	144024
achieved	16	144040
named	18	144058
photogrammetry	1	144059
uses	91	144150
resolution	26	144176
electronic	107	144283
photographs	16	144299
target	22	144321
taken	86	144407
angles	6	144413
together	70	144483
processing	180	144663
derive	9	144672
terrain	7	144679
mapping	32	144711
aerial	5	144716
photography	4	144720
stereo	11	144731
finding	41	144772
shop	17	144789
floor	37	144826
installed	31	144857
defined	39	144896
again	39	144935
defines	12	144947
so	216	145163
programmes	9	145172
completed	49	145221
stage	13	145234
imported	4	145238
off	86	145324
shelf	6	145330
purchased	7	145337
vendor	4	145341
functionality	19	145360
example	153	145513
frames	16	145529
representing	23	145552
welds	2	145554
approach	138	145692
schedules	38	145730
indicating	6	145736
motion	35	145771
exporting	1	145772
reach	23	145795
required	183	145978
positions	53	146031
wrist	5	146036
joint	39	146075
limits	15	146090
orientations	3	146093
achievable	3	146096
user	175	146271
creatively	2	146273
base	48	146321
tool	60	146381
configuration	24	146405
pointing	9	146414
elbow	2	146416
changed	53	146469
driving	8	146477
attempting	7	146484
movement	16	146500
enables	17	146517
plan	75	146592
collision	8	146600
paths	22	146622
around	70	146692
clamps	1	146693
holding	9	146702
via	124	146826
they	225	147051
excessively	2	147053
overall	36	147089
cycle	31	147120
reasonably	11	147131
times	166	147297
consider	40	147337
algorithms	277	147614
controllers	8	147622
commercial	49	147671
always	42	147713
refuse	5	147718
release	45	147763
vendors	6	147769
compromise	2	147771
reached	18	147789
thanks	29	147818
strong	28	147846
encouragement	2	147848
germany	18	147866
black	19	147885
boxes	3	147888
unreadable	2	147890
controller	19	147909
interfaced	2	147911
reasonable	19	147930
trajectories	4	147934
shown	33	147967
therefore	32	147999
near	34	148033
miss	20	148053
reliable	32	148085
trusted	5	148090
downloading	11	148101
sometimes	32	148133
tracks	8	148141
taking	41	148182
disc	1	148183
programme	11	148194
teachpoint	3	148197
air	29	148226
conditioned	4	148230
offices	19	148249
harsher	1	148250
unforgiving	1	148251
factory	9	148260
advocates	3	148263
rude	1	148264
awakening	1	148265
fine	32	148297
reality	41	148338
seldom	1	148339
uncertain	13	148352
unpredictable	4	148356
subtly	1	148357
real	142	148499
extremely	18	148517
repeatabilities	2	148519
worse	3	148522
understand	88	148610
difference	28	148638
repeatability	2	148640
imagine	1	148641
darts	1	148642
playing	20	148662
aims	12	148674
triple	2	148676
instead	57	148733
puts	2	148735
number	196	148931
tried	8	148939
tested	18	148957
throws	1	148958
treble	1	148959
same	109	149068
calibrated	4	149072
individual	92	149164
signature	7	149171
manufacturing	28	149199
tolerances	2	149201
making	69	149270
wear	4	149274
tear	1	149275
crashing	3	149278
regular	74	149352
occurrence	5	149357
detected	1	149358
ordinates	1	149359
range	81	149440
envelope	7	149447
produce	35	149482
custom	8	149490
devices	42	149532
cheap	6	149538
relatively	13	149551
easy	41	149592
since	161	149753
robotrak	9	149762
consist	21	149783
drums	1	149784
placed	36	149820
workcell	5	149825
cords	3	149828
extended	52	149880
endpoint	3	149883
length	1273	151156
cord	3	151159
indicated	11	151170
rotation	4	151174
drum	1	151175
lengths	2	151177
calculated	6	151183
laser	20	151203
tracker	2	151205
smart	9	151214
next	118	151332
generation	65	151397
targets	4	151401
automatically	32	151433
without	106	151539
intervention	2	151541
interferometer	1	151542
distance	23	151565
direction	29	151594
itself	40	151634
calculate	5	151639
conventional	25	151664
degrades	1	151665
temperature	7	151672
vibration	2	151674
trundling	1	151675
simulations	26	151701
ltd	14	151715
offer	40	151755
workspace	16	151771
suggest	15	151786
customers	7	151793
requiring	20	151813
circa	3	151816
lower	32	151848
pointer	20	151868
known	56	151924
record	32	151956
touch	23	151979
mistaken	1	151980
really	38	152018
positioning	7	152025
correctly	13	152038
thereby	8	152046
avoiding	7	152053
pitfalls	2	152055
finally	38	152093
correct	46	152139
offset	6	152145
dimensions	10	152155
straightforward	6	152161
unknown	11	152172
slightly	21	152193
bent	2	152195
because	91	152286
occurred	11	152297
carried	15	152312
steps	13	152325
ignored	5	152330
badly	5	152335
implemented	53	152388
resulting	24	152412
anything	24	152436
inches	3	152439
foot	7	152446
depending	30	152476
seriousness	1	152477
mistakes	8	152485
horror	3	152488
stories	11	152499
involving	38	152537
originate	2	152539
took	14	152553
downloaded	11	152564
drove	1	152565
straight	6	152571
whole	42	152613
worked	19	152632
touched	7	152639
hand	57	152696
source	146	152842
simple	135	152977
logistic	1	152978
finished	12	152990
redesigned	2	152992
turntables	1	152993
removed	15	153008
additional	109	153117
inserted	2	153119
too	49	153168
late	97	153265
simulate	11	153276
working	148	153424
simplest	5	153429
avoid	24	153453
situation	17	153470
certain	33	153503
person	47	153550
finish	11	153561
there	302	153863
goes	26	153889
minute	24	153913
immediately	27	153940
microcomputer	7	153947
packages	27	153974
notebooks	1	153975
mean	22	153997
nobody	2	153999
excuse	10	154009
leaving	9	154018
inaccuracies	1	154019
answer	47	154066
come	63	154129
spend	20	154149
technology	190	154339
dollars	5	154344
cents	1	154345
revolutionary	4	154349
enable	25	154374
them	206	154580
build	59	154639
quicker	2	154641
ever	31	154672
today	58	154730
rest	24	154754
implementing	38	154792
tomorrow	9	154801
owens	4	154805
technical	226	155031
director	49	155080
trademarks	12	155092
revision	23	155115
vein	1	155116
gold	5	155121
journey	5	155126
creative	12	155138
heart	14	155152
ve	53	155205
found	128	155333
beaten	5	155338
battered	1	155339
starved	1	155340
malnourished	1	155341
neglected	2	155343
discounted	1	155344
disowned	1	155345
restore	4	155349
adventures	5	155354
julia	3	155357
cameron	3	155360
reviewed	7	155367
samaya	1	155368
ryane	1	155369
might	79	155448
shirt	5	155453
she	27	155480
walks	2	155482
her	40	155522
dogs	1	155523
pi	16	155539
foothills	1	155540
mexico	9	155549
travels	2	155551
city	33	155584
artist	3	155587
spiritual	6	155593
creativity	8	155601
lively	3	155604
personal	75	155679
jewel	2	155681
encourages	3	155684
readers	6	155690
keep	70	155760
creating	46	155806
recently	42	155848
released	19	155867
similar	64	155931
spirit	8	155939
ancestor	1	155940
never	17	155957
constantly	8	155965
useful	172	156137
exercises	64	156201
upbeat	1	156202
cajole	1	156203
entice	1	156204
self	62	156266
creator	4	156270
four	77	156347
ago	13	156360
publishers	15	156375
weekly	66	156441
seller	1	156442
alone	20	156462
sold	8	156470
copies	58	156528
inspired	4	156532
hundreds	11	156543
thousands	8	156551
pursue	8	156559
dreams	2	156561
comprehensive	48	156609
week	147	156756
according	40	156796
reunion	1	156797
discovery	17	156814
ah	2	156816
hah	1	156817
me	124	156941
inner	5	156946
youngster	1	156947
lost	14	156961
healing	7	156968
rehabilitation	1	156969
distillate	1	156970
artistic	4	156974
belief	10	156984
teacher	7	156991
healthy	4	156995
practise	1	156996
dangerous	8	157004
trained	6	157010
facilitators	2	157012
human	99	157111
birthright	1	157112
something	45	157157
gently	3	157160
collectively	2	157162
breathing	2	157164
pointers	83	157247
ourselves	6	157253
chapter	108	157361
setting	26	157387
tools	192	157579
chapters	61	157640
essays	3	157643
house	25	157668
tasks	52	157720
kingdoms	1	157721
describes	32	157753
task	55	157808
quotes	11	157819
artists	3	157822
margins	1	157823
kingdom	6	157829
story	17	157846
divide	13	157859
piece	16	157875
notebook	5	157880
paper	164	158044
horizontally	4	158048
third	62	158110
pieces	16	158126
increments	2	158128
age	15	158143
jotting	1	158144
live	26	158170
players	3	158173
pets	1	158174
favourite	2	158176
foods	2	158178
games	21	158199
music	12	158211
toys	2	158213
hobbies	3	158216
interests	58	158274
clothes	1	158275
dominant	4	158279
memories	17	158296
challenge	27	158323
myth	3	158326
maker	3	158329
consciously	1	158330
choose	38	158368
lest	1	158369
chosen	26	158395
collective	14	158409
mind	38	158447
mary	20	158467
elizabeth	4	158471
marlow	1	158472
sight	3	158475
capsule	1	158476
collage	1	158477
whatever	16	158493
magazines	4	158497
newspapers	10	158507
catalogs	2	158509
cereal	1	158510
photo	21	158531
collections	14	158545
collect	9	158554
save	19	158573
resonate	1	158574
associations	8	158582
experiences	18	158600
don	109	158709
literal	2	158711
yourself	35	158746
memory	167	158913
toddler	1	158914
bedroom	1	158915
great	46	158961
leafy	1	158962
rain	6	158968
forest	7	158975
salad	3	158978
works	49	159027
conjuring	1	159028
eye	19	159047
exercise	24	159071
necessary	75	159146
know	106	159252
speaks	1	159253
connection	58	159311
swiftly	1	159312
lay	8	159320
poster	8	159328
board	45	159373
prefer	12	159385
fashioned	1	159386
elmer	1	159387
glue	4	159391
although	61	159452
swear	2	159454
sticks	1	159455
feel	59	159514
glitter	1	159515
magic	11	159526
marker	1	159527
dabble	1	159528
paints	1	159529
meant	8	159537
reflect	17	159554
try	80	159634
aside	8	159642
hang	2	159644
collages	1	159645
hallway	2	159647
hung	3	159650
row	4	159654
becomes	25	159679
visual	55	159734
narrative	8	159742
unlike	8	159750
painters	1	159751
idols	1	159752
grown	5	159757
ups	12	159769
could	71	159840
mine	2	159842
frederick	2	159844
franck	2	159846
workshop	63	159909
tickets	3	159912
cbo	1	159913
greenhouse	5	159918
banyen	2	159920
serendipity	1	159921
whitby	1	159922
phoenix	7	159929
authority	14	159943
plant	13	159956
renovations	2	159958
pumping	6	159964
station	29	159993
upgrades	2	159995
entech	5	160000
contracted	1	160001
undertake	4	160005
renovation	1	160006
antiquated	1	160007
total	51	160058
separate	32	160090
projects	425	160515
elements	44	160559
th	193	160752
ward	5	160757
tank	3	160760
replacement	8	160768
construction	165	160933
monitoring	22	160955
storage	68	161023
gallon	1	161024
constructed	22	161046
adjacent	6	161052
era	4	161056
riveted	1	161057
steel	4	161061
painted	2	161063
dismantled	1	161064
evaluation	101	161165
vs	23	161188
concrete	12	161200
analysis	250	161450
costs	24	161474
ongoing	38	161512
maintenance	26	161538
expenditures	3	161541
specifications	29	161570
prepared	49	161619
ft	4	161623
diameter	1	161624
post	78	161702
tensioned	1	161703
addition	108	161811
altitude	2	161813
valve	1	161814
piping	1	161815
isolation	7	161822
valves	1	161823
instrumentation	13	161836
contained	29	161865
underground	5	161870
vault	2	161872
mechanical	27	161899
civil	6	161905
structural	15	161920
electrical	66	161986
architectural	37	162023
inspection	7	162030
maiden	1	162031
creek	5	162036
repairs	3	162039
coagulation	2	162041
channels	16	162057
basins	2	162059
raw	14	162073
conduits	1	162074
existing	51	162125
substation	1	162126
distribution	62	162188
entire	44	162232
indoor	4	162236
outdoor	3	162239
lighting	8	162247
chlorine	1	162248
injection	2	162250
modifications	17	162267
aqua	2	162269
ammonia	1	162270
feed	8	162278
bulk	21	162299
carbon	7	162306
dehumidification	2	162308
equipment	52	162360
boiler	2	162362
burner	1	162363
backwash	1	162364
motorized	1	162365
traveling	10	162375
bulkhead	1	162376
sand	5	162381
fiberglass	1	162382
reinforced	3	162385
sluice	1	162386
gates	18	162404
hydroelectric	1	162405
unit	27	162432
multi	85	162517
ton	3	162520
cylinder	2	162522
scales	9	162531
cylinders	2	162533
per	62	162595
scale	79	162674
evaporator	1	162675
implementation	197	162872
liquid	4	162876
gas	11	162887
chlorination	1	162888
metering	2	162890
pumps	3	162893
pennsylvania	15	162908
environmental	25	162933
protection	33	162966
code	236	163202
violations	8	163210
pertaining	9	163219
adequate	11	163230
ventilation	2	163232
sensors	13	163245
personnel	63	163308
safety	27	163335
lime	2	163337
silo	1	163338
layout	21	163359
hydrated	1	163360
slurry	1	163361
trenching	1	163362
foundation	58	163420
clearwater	1	163421
basin	3	163424
repair	7	163431
mg	4	163435
partial	39	163474
slab	1	163475
flexible	45	163520
hypalon	1	163521
liner	1	163522
discharge	2	163524
pipe	3	163527
valving	1	163528
coordination	16	163544
sludge	3	163547
drying	1	163548
analyses	10	163558
column	9	163567
supports	36	163603
ceiling	2	163605
arches	1	163606
foundations	52	163658
evaluated	19	163677
flow	47	163724
rates	16	163740
developed	125	163865
multitude	1	163866
mile	3	163869
inspected	3	163872
lf	1	163873
ranging	19	163892
elimination	16	163908
dead	11	163919
ends	11	163930
looping	5	163935
replacing	8	163943
deteriorated	1	163944
undersized	1	163945
mains	1	163946
larger	26	163972
fire	7	163979
hydrant	1	163980
replacements	1	163981
sizes	5	163986
etc	157	164143
extensively	16	164159
padot	1	164160
conrail	1	164161
dep	5	164166
ensure	24	164190
proper	18	164208
permitting	7	164215
transferring	1	164216
intermediate	22	164238
reducing	13	164251
stream	20	164271
crossings	1	164272
cathodic	1	164273
operational	15	164288
excess	4	164292
upgrade	6	164298
roof	3	164301
tanks	3	164304
hp	22	164326
diesel	4	164330
engine	26	164356
reducer	1	164357
mgd	1	164358
pump	2	164360
operators	25	164385
surge	3	164388
anticipator	1	164389
relief	2	164391
vacuum	2	164393
switchgear	1	164394
electrification	1	164395
crane	1	164396
automated	52	164448
scada	1	164449
provide	153	164602
heating	4	164606
energy	33	164639
reduce	20	164659
consumption	5	164664
peak	6	164670
hydraulic	3	164673
consisting	14	164687
zones	4	164691
stations	7	164698
sustaining	1	164699
eleven	4	164703
reservoirs	2	164705
gallons	1	164706
unreliable	2	164708
centralized	8	164716
reservoir	1	164717
track	29	164746
replaced	3	164749
supervisory	1	164750
acquisition	21	164771
allows	63	164834
accurately	23	164857
flows	13	164870
turbidities	1	164871
transmission	20	164891
pressures	1	164892
residual	6	164898
ph	13	164911
suction	1	164912
continuously	6	164918
monitored	10	164928
controlled	18	164946
gis	9	164955
geographic	15	164970
quickly	31	165001
computer	1041	166042
details	97	166139
database	127	166266
easily	42	166308
inventory	4	166312
integral	10	166322
municipal	3	166325
pleased	6	166331
vp	5	166336
marketing	14	166350
matt	23	166373
lloyd	9	166382
wastewater	3	166385
business	48	166433
ros	1	166434
mcmullen	2	166436
september	133	166569
oct	302	166871
battle	5	166876
